07:15:00,55.936899,13.540557000000002
07:16:46,55.933209,13.541173
07:17:18,55.93046,13.542629999999999
07:17:57,55.928204,13.5382
07:18:41,55.925498,13.529318
07:19:00,55.924451,13.525154999999998
07:23:00,55.912725,13.487101000000001
07:24:07,55.908989,13.491931
07:25:20,55.904924,13.503688
07:25:56,55.903789,13.510264000000001
07:28:56,55.881235,13.516839000000001
07:31:39,55.869928,13.494957999999999
07:32:06,55.866078,13.496609
07:33:29,55.85394300000001,13.49915
07:37:00,55.839296999999995,13.492354
07:43:00,55.807089000000005,13.467673000000001
