date,19:45:00,55.727647,14.096589999999999
date,19:47:11,55.724455000000006,14.108667
date,19:49:30,55.718078000000006,14.142204999999999
date,19:50:22,55.71465500000001,14.154110000000001
date,19:50:58,55.711321999999996,14.15215
date,19:51:28,55.708130000000004,14.151902999999999
date,19:53:47,55.68876899999999,14.155695000000001
date,19:54:27,55.684805000000004,14.154176000000001
date,19:55:03,55.679729,14.151529
date,19:56:29,55.667938,14.143776999999998
date,19:57:25,55.657807,14.137962
date,19:58:07,55.65104399999999,14.130211
date,19:58:49,55.64406999999999,14.12406
date,20:00:16,55.638523,14.128998999999999
date,20:03:00,55.636864,14.133818
date,20:04:15,55.635691,14.152639
date,20:05:44,55.632938,14.175781
date,20:11:04,55.630349,14.253184
date,20:14:00,55.62522,14.254626000000002
date,20:15:56,55.618212,14.238997
date,20:17:03,55.611489,14.224758999999999
date,20:17:44,55.605416000000005,14.219847
date,20:18:50,55.593723,14.222873000000002
date,20:20:00,55.585354,14.230775
date,20:21:00,55.583241,14.231304000000002
date,20:21:29,55.582106,14.235282000000002
date,20:24:29,55.561863,14.251179999999998
date,20:25:40,55.558879000000005,14.266688
date,20:26:41,55.556025,14.280570999999998
date,20:27:14,55.558721999999996,14.285745
date,20:27:54,55.562369999999994,14.287251999999999
date,20:28:24,55.562015,14.292020999999998
date,20:29:30,55.56379499999999,14.30308
date,20:30:28,55.558443000000004,14.312794
date,20:31:16,55.55389399999999,14.314662
date,20:32:37,55.552217000000006,14.330461999999999
date,20:33:14,55.55491,14.337841000000001
date,20:34:18,55.554936,14.342974
date,20:39:00,55.554368999999994,14.353454999999999
