date,time,lat,lon
2022-07-28,16:09:45,55.585585585585584,13.039102965205503
2022-07-28,16:08:45,55.585585585585584,13.007222517857812
2022-07-28,16:07:45,55.585585585585584,13.007222517857812
2022-07-28,16:06:45,55.585585585585584,13.007222517857812
2022-07-28,16:05:45,55.6036036036036,13.013196602872021
2022-07-28,16:04:45,55.6036036036036,13.013196602872021
2022-07-28,16:03:45,55.585585585585584,13.007222517857812
2022-07-28,16:02:45,55.585585585585584,13.007222517857812
2022-07-28,16:01:45,55.585585585585584,13.007222517857812
2022-07-28,16:00:46,55.585585585585584,13.007222517857812
2022-07-28,15:59:45,55.6036036036036,12.9813015131591
2022-07-28,15:58:46,55.6036036036036,12.9813015131591
2022-07-28,15:57:45,55.6036036036036,12.9813015131591
2022-07-28,15:56:45,55.6036036036036,12.9813015131591
2022-07-28,15:55:45,55.6036036036036,12.9813015131591
2022-07-28,15:54:45,55.6036036036036,12.9813015131591
2022-07-28,15:53:45,55.6036036036036,12.9813015131591
2022-07-28,15:52:45,55.6036036036036,12.9813015131591
2022-07-28,15:51:45,55.6036036036036,12.9813015131591
2022-07-28,15:50:45,55.6036036036036,13.013196602872021
2022-07-28,15:49:45,55.6036036036036,12.9813015131591
2022-07-28,15:48:45,55.6036036036036,12.9813015131591
2022-07-28,15:47:45,55.62162162162162,12.987267717495818
2022-07-28,15:46:45,55.62162162162162,12.987267717495818
2022-07-28,15:45:45,55.62162162162162,12.987267717495818
2022-07-28,15:44:45,55.62162162162162,12.987267717495818
2022-07-28,15:43:45,55.62162162162162,13.019177466187454
2022-07-28,15:42:45,55.62162162162162,13.019177466187454
2022-07-28,15:41:45,55.62162162162162,13.019177466187454
2022-07-28,15:40:45,55.6036036036036,13.013196602872021
2022-07-28,15:39:45,55.6036036036036,13.013196602872021
2022-07-28,15:38:45,55.6036036036036,13.013196602872021
2022-07-28,15:37:45,55.6036036036036,13.013196602872021
2022-07-28,15:36:45,55.6036036036036,13.013196602872021
2022-07-28,15:36:42,55.6036036036036,13.013196602872021
2022-07-28,15:35:42,55.6036036036036,13.013196602872021
2022-07-28,15:34:42,55.6036036036036,13.013196602872021
2022-07-28,15:33:42,55.6036036036036,13.013196602872021
2022-07-28,15:32:41,55.6036036036036,13.013196602872021
2022-07-28,15:31:41,55.6036036036036,13.013196602872021
2022-07-28,15:30:41,55.6036036036036,13.045091692584942
2022-07-28,15:29:42,55.6036036036036,13.045091692584942
2022-07-28,15:28:42,55.6036036036036,13.045091692584942
2022-07-28,15:27:42,55.6036036036036,13.045091692584942
2022-07-28,15:26:42,55.6036036036036,13.045091692584942
2022-07-28,15:25:42,55.6036036036036,13.045091692584942
2022-07-28,15:24:42,55.6036036036036,13.045091692584942
2022-07-28,15:23:41,55.6036036036036,13.045091692584942
2022-07-28,15:22:42,55.6036036036036,13.045091692584942
2022-07-28,15:21:41,55.6036036036036,13.045091692584942
2022-07-28,15:20:41,55.6036036036036,13.045091692584942
