session,lat,lon,data,time
runner,43.3571710,-1.8632852,OSM,2022-04-15T10:28:03.000Z
runner,43.3572175,-1.8633294,OSM,2022-04-15T10:28:07.000Z
runner,43.3572628,-1.8633735,OSM,2022-04-15T10:28:11.000Z
runner,43.3573087,-1.8634202,OSM,2022-04-15T10:28:15.000Z
runner,43.3573524,-1.8634612,OSM,2022-04-15T10:28:19.000Z
runner,43.3573937,-1.8635060,OSM,2022-04-15T10:28:23.000Z
runner,43.3574273,-1.8635599,OSM,2022-04-15T10:28:27.000Z
runner,43.3574521,-1.8636218,OSM,2022-04-15T10:28:31.000Z
runner,43.3574809,-1.8636863,OSM,2022-04-15T10:28:35.000Z
runner,43.3575041,-1.8637487,OSM,2022-04-15T10:28:39.000Z
runner,43.3575094,-1.8638194,OSM,2022-04-15T10:28:43.000Z
runner,43.3575227,-1.8638923,OSM,2022-04-15T10:28:47.000Z
runner,43.3575322,-1.8639680,OSM,2022-04-15T10:28:51.000Z
runner,43.3575545,-1.8640324,OSM,2022-04-15T10:28:55.000Z
runner,43.3575907,-1.8640911,OSM,2022-04-15T10:28:59.000Z
runner,43.3576146,-1.8641575,OSM,2022-04-15T10:29:03.000Z
runner,43.3576377,-1.8642234,OSM,2022-04-15T10:29:08.000Z
runner,43.3576580,-1.8642830,OSM,2022-04-15T10:29:12.000Z
runner,43.3576918,-1.8643365,OSM,2022-04-15T10:29:16.000Z
runner,43.3577037,-1.8643995,OSM,2022-04-15T10:29:20.000Z
runner,43.3577012,-1.8644688,OSM,2022-04-15T10:29:24.000Z
runner,43.3576781,-1.8645308,OSM,2022-04-15T10:29:29.000Z
runner,43.3576560,-1.8645982,OSM,2022-04-15T10:29:34.000Z
runner,43.3576419,-1.8646572,OSM,2022-04-15T10:29:38.000Z
runner,43.3575979,-1.8647008,OSM,2022-04-15T10:29:43.000Z
runner,43.3575481,-1.8647155,OSM,2022-04-15T10:29:48.000Z
runner,43.3575008,-1.8646673,OSM,2022-04-15T10:29:53.000Z
runner,43.3574926,-1.8645990,OSM,2022-04-15T10:29:59.000Z
runner,43.3574676,-1.8645469,OSM,2022-04-15T10:30:05.000Z
runner,43.3574366,-1.8644984,OSM,2022-04-15T10:30:11.000Z
runner,43.3574012,-1.8644412,OSM,2022-04-15T10:30:17.000Z
runner,43.3573641,-1.8643916,OSM,2022-04-15T10:30:22.000Z
runner,43.3573225,-1.8643473,OSM,2022-04-15T10:30:26.000Z
