date,time,lat,lon
2022-06-06,16:35:12,55.6036036036036,13.013196602872021
2022-06-06,16:33:12,55.62162162162162,13.05108721487909
2022-06-06,16:32:12,55.6036036036036,13.076986782297864
2022-06-06,16:30:12,55.63963963963964,13.089013966957388
2022-06-06,16:29:12,55.65765765765766,13.126976919658615
2022-06-06,16:28:12,55.65765765765766,13.158916036251458
2022-06-06,16:26:12,55.67567567567568,13.164976133660442
2022-06-06,16:20:12,55.693693693693696,13.203011669766832
